symbol,yahoo_symbol,name,series,isin,listed_on
KAPSTON,KAPSTON.NS,Kapston Services Limited,BE,INE542Z01028,27-MAY-2020
KARMAENG,KARMAENG.NS,Karma Energy Limited,EQ,INE725L01011,28-JUN-2011
KARURVYSYA,KARURVYSYA.NS,Karur Vysya Bank Limited,EQ,INE036D01028,26-JUL-2000
KAUSHALYA,KAUSHALYA.NS,Kaushalya Infrastructure Development Corporation Limited,EQ,INE234I01028,14-DEC-2007
KAVDEFENCE,KAVDEFENCE.NS,Kavveri Defence & Wireless Technologies Limited,BE,INE641C01019,29-JAN-2008
KAYA,KAYA.NS,Kaya Limited,EQ,INE587G01015,14-AUG-2015
KAYNES,KAYNES.NS,Kaynes Technology India Limited,EQ,INE918Z01012,22-NOV-2022
KCP,KCP.NS,KCP Limited,EQ,INE805C01028,09-APR-1997
KCPSUGIND,KCPSUGIND.NS,KCP Sugar and Industries Corporation Limited,EQ,INE790B01024,11-JUN-1997
KDDL,KDDL.NS,KDDL Limited,EQ,INE291D01011,23-MAR-2016
KEC,KEC.NS,KEC International Limited,EQ,INE389H01022,10-MAR-2006
KECL,KECL.NS,Kirloskar Electric Company Limited,BE,INE134B01017,09-MAR-2010
KEEPLEARN,KEEPLEARN.NS,DSJ Keep Learning Limited,EQ,INE055C01020,01-MAR-1995
KEI,KEI.NS,KEI Industries Limited,EQ,INE878B01027,23-MAR-2006
KELLTONTEC,KELLTONTEC.NS,Kellton Tech Solutions Limited,EQ,INE164B01030,02-MAR-2016
KENNAMET,KENNAMET.NS,Kennametal India Limited,EQ,INE717A01029,20-APR-2026
KERNEX,KERNEX.NS,Kernex Microsystems (India) Limited,EQ,INE202H01019,20-DEC-2005
KESORAMIND,KESORAMIND.NS,Kesoram Industries Limited,EQ,INE087A01019,06-SEP-1995
KEYFINSERV,KEYFINSERV.NS,Keynote Financial Services Limited,EQ,INE681C01015,26-JUN-1996
KFINTECH,KFINTECH.NS,Kfin Technologies Limited,EQ,INE138Y01010,29-DEC-2022
KHADIM,KHADIM.NS,Khadim India Limited,EQ,INE834I01025,14-NOV-2017
KHAICHEM,KHAICHEM.NS,Khaitan Chemicals & Fertilizers Limited,EQ,INE745B01028,30-OCT-2020
KHAITANLTD,KHAITANLTD.NS,Khaitan (India) Limited,EQ,INE731C01018,20-DEC-1995
KHANDSE,KHANDSE.NS,Khandwala Securities Limited,EQ,INE060B01014,07-FEB-2001
KICL,KICL.NS,Kalyani Investment Company Limited,EQ,INE029L01018,14-JAN-2011
KILITCH,KILITCH.NS,Kilitch Drugs (India) Limited,EQ,INE729D01010,29-SEP-2010
KIMS,KIMS.NS,Krishna Institute of Medical Sciences Limited,EQ,INE967H01025,28-JUN-2021
KINGFA,KINGFA.NS,Kingfa Science & Technology (India) Limited,EQ,INE473D01015,15-NOV-2016
KIOCL,KIOCL.NS,KIOCL Limited,EQ,INE880L01014,29-NOV-2016
KIRANVYPAR,KIRANVYPAR.NS,Kiran Vyapar Limited,EQ,INE555P01013,20-APR-2026
KIRIINDUS,KIRIINDUS.NS,Kiri Industries Limited,EQ,INE415I01015,22-APR-2008
KIRLFER,KIRLFER.NS,Kirloskar Ferrous Industries Limited,EQ,INE884B01025,20-APR-2026
KIRLOSBROS,KIRLOSBROS.NS,Kirloskar Brothers Limited,EQ,INE732A01036,20-APR-2010
KIRLOSENG,KIRLOSENG.NS,Kirloskar Oil Engines Limited,EQ,INE146L01010,24-DEC-2010
KIRLOSIND,KIRLOSIND.NS,Kirloskar Industries Limited,EQ,INE250A01039,24-JUN-2010
KIRLPNU,KIRLPNU.NS,Kirloskar Pneumatic Company Limited,EQ,INE811A01020,26-APR-2023
KITEX,KITEX.NS,Kitex Garments Limited,EQ,INE602G01020,25-SEP-2012
KKCL,KKCL.NS,Kewal Kiran Clothing Limited,EQ,INE401H01017,13-APR-2006
KLBRENG-B,KLBRENG-B.NS,Kilburn Engineering Limited,EQ,INE338F01015,20-APR-2026
KMEW,KMEW.NS,Knowledge Marine & Engineering Works Limited,EQ,INE0CJD01029,14-NOV-2024
KMSUGAR,KMSUGAR.NS,K.M.Sugar Mills Limited,EQ,INE157H01023,31-MAY-2007
KNAGRI,KNAGRI.NS,KN Agri Resources Limited,EQ,INE0KNW01016,09-DEC-2025
KNRCON,KNRCON.NS,KNR Constructions Limited,EQ,INE634I01029,18-FEB-2008
KOHINOOR,KOHINOOR.NS,Kohinoor Foods Limited,EQ,INE080B01012,20-OCT-1999
KOKUYOCMLN,KOKUYOCMLN.NS,Kokuyo Camlin Limited,EQ,INE760A01029,28-JUL-2008
KOLTEPATIL,KOLTEPATIL.NS,Kolte - Patil Developers Limited,EQ,INE094I01018,13-DEC-2007
KOPRAN,KOPRAN.NS,Kopran Limited,EQ,INE082A01010,09-JUN-1999
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Limited,EQ,INE237A01036,20-DEC-1995
KOTARISUG,KOTARISUG.NS,Kothari Sugars And Chemicals Limited,EQ,INE419A01022,13-DEC-2004
KOTHARIPET,KOTHARIPET.NS,Kothari Petrochemicals Limited,EQ,INE720A01015,02-NOV-1996
KOTHARIPRO,KOTHARIPRO.NS,Kothari Products Limited,EQ,INE823A01017,03-JUN-1998
KOTIC,KOTIC.NS,Kothari Industrial Corporation Limited,EQ,INE972A01020,20-APR-2026
KOTYARK,KOTYARK.NS,Kotyark Industries Limited,EQ,INE0J0B01017,12-MAR-2026
KOVAI,KOVAI.NS,Kovai Medical Center & Hospital Limited,EQ,INE177F01017,20-APR-2026
KPEL,KPEL.NS,K.P. Energy Limited,EQ,INE127T01021,14-NOV-2024
KPIGREEN,KPIGREEN.NS,KPI Green Energy Limited,EQ,INE542W01025,27-JUL-2021
KPIL,KPIL.NS,Kalpataru Projects International Limited,EQ,INE220B01022,15-DEC-2000
KPITTECH,KPITTECH.NS,KPIT Technologies Limited,EQ,INE04I401011,22-APR-2019
KPL,KPL.NS,Kwality Pharmaceuticals Limited,EQ,INE552U01010,20-APR-2026
KPRMILL,KPRMILL.NS,K.P.R. Mill Limited,EQ,INE930H01031,28-AUG-2007
KRBL,KRBL.NS,KRBL Limited,EQ,INE001B01026,21-JAN-2002
KREBSBIO,KREBSBIO.NS,Krebs Biochemicals and Industries Limited,BE,INE268B01013,03-JAN-1996
KRIDHANINF,KRIDHANINF.NS,Kridhan Infra Limited,EQ,INE524L01026,11-DEC-2015
KRISHANA,KRISHANA.NS,Krishana Phoschem Limited,EQ,INE506W01012,22-AUG-2019
KRISHIVAL,KRISHIVAL.NS,Krishival Foods Limited,EQ,INE0GGO01015,20-JUN-2025
KRISHNADEF,KRISHNADEF.NS,Krishna Defence And Allied Industries Limited,EQ,INE0J5601015,30-DEC-2025
KRITI,KRITI.NS,Kriti Industries (India) Limited,EQ,INE479D01038,01-NOV-2021
KRITIKA,KRITIKA.NS,Kritika Wires Limited,EQ,INE00Z501029,04-MAY-2022
KRITINUT,KRITINUT.NS,Kriti Nutrients Limited,BE,INE798K01010,07-OCT-2022
KRN,KRN.NS,KRN Heat Exchanger and Refrigeration Limited,EQ,INE0Q3J01015,03-OCT-2024
KRONOX,KRONOX.NS,Kronox Lab Sciences Limited,EQ,INE0ATZ01017,10-JUN-2024
KROSS,KROSS.NS,Kross Limited,EQ,INE0O6601022,16-SEP-2024
KRSNAA,KRSNAA.NS,Krsnaa Diagnostics Limited,EQ,INE08LI01020,16-AUG-2021
KRYSTAL,KRYSTAL.NS,Krystal Integrated Services Limited,EQ,INE0QN801017,21-MAR-2024
KSB,KSB.NS,Ksb Limited,EQ,INE999A01023,08-FEB-1995
KSCL,KSCL.NS,Kaveri Seed Company Limited,EQ,INE455I01029,04-OCT-2007
KSHINTL,KSHINTL.NS,KSH International Limited,EQ,INE987S01020,23-DEC-2025
KSHITIJPOL,KSHITIJPOL.NS,Kshitij Polyline Limited,BE,INE013801027,27-JUL-2022
KSL,KSL.NS,Kalyani Steels Limited,EQ,INE907A01026,19-MAY-2010
KSOLVES,KSOLVES.NS,Ksolves India Limited,EQ,INE0D6I01023,23-SEP-2022
KSR,KSR.NS,KSR Footwear Limited,BE,INE1SPP01016,27-NOV-2025
KTKBANK,KTKBANK.NS,The Karnataka Bank Limited,EQ,INE614B01018,10-MAY-2000
KUANTUM,KUANTUM.NS,Kuantum Papers Limited,EQ,INE529I01021,23-OCT-2019
KWIL,KWIL.NS,Kwality Wall's (India) Limited,EQ,INE2KCE01013,16-FEB-2026
LAGNAM,LAGNAM.NS,Lagnam Spintex Limited,EQ,INE548Z01017,30-SEP-2021
LAHOTIOV,LAHOTIOV.NS,Lahoti Overseas Limited,EQ,INE515C01023,20-APR-2026
LAKPRE,LAKPRE.NS,Lakshmi Precision Screws Limited,BZ,INE651C01018,26-SEP-2006
LAL,LAL.NS,Lorenzini Apparels Limited,EQ,INE740X01023,10-APR-2023
LALPATHLAB,LALPATHLAB.NS,Dr. Lal Path Labs Ltd.,EQ,INE600L01024,23-DEC-2015
LAMBODHARA,LAMBODHARA.NS,Lambodhara Textiles Limited,EQ,INE112F01022,04-FEB-2015
LANCORHOL,LANCORHOL.NS,Lancor Holdings Limited,BE,INE572G01025,12-MAR-2024
LANDMARK,LANDMARK.NS,Landmark Cars Limited,EQ,INE559R01029,23-DEC-2022
LANDSMILL,LANDSMILL.NS,Landsmill Green Limited,EQ,INE688J01023,03-AUG-2009
LAOPALA,LAOPALA.NS,La Opala RG Limited,EQ,INE059D01020,16-MAR-2007
LASA,LASA.NS,Lasa Supergenerics Limited,BE,INE670X01014,21-SEP-2017
LATENTVIEW,LATENTVIEW.NS,Latent View Analytics Limited,EQ,INE0I7C01011,23-NOV-2021
LATTEYS,LATTEYS.NS,Latteys Industries Limited,EQ,INE262Z01023,23-MAY-2023
LAURUSLABS,LAURUSLABS.NS,Laurus Labs Limited,EQ,INE947Q01028,19-DEC-2016
LAXMICOT,LAXMICOT.NS,Laxmi Cotspin Limited,BE,INE801V01019,12-NOV-2021
LAXMIDENTL,LAXMIDENTL.NS,Laxmi Dental Limited,EQ,INE0WO601020,20-JAN-2025
LAXMIINDIA,LAXMIINDIA.NS,Laxmi India Finance Limited,EQ,INE06WU01026,05-AUG-2025
LCCINFOTEC,LCCINFOTEC.NS,LCC Infotech Limited,BE,INE938A01021,02-MAR-2000
LEMERITE,LEMERITE.NS,Le Merite Exports Limited,EQ,INE0G1L01017,12-DEC-2025
LEMONTREE,LEMONTREE.NS,Lemon Tree Hotels Limited,EQ,INE970X01018,09-APR-2018
LENSKART,LENSKART.NS,Lenskart Solutions Limited,EQ,INE956O01016,10-NOV-2025
LEXUS,LEXUS.NS,Lexus Granito (India) Limited,BE,INE500X01013,13-MAR-2023
LFIC,LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,EQ,INE850E01012,15-APR-2015
LGBBROSLTD,LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,EQ,INE337A01034,30-MAR-2010
LGEINDIA,LGEINDIA.NS,LG Electronics India Limited,EQ,INE324D01010,14-OCT-2025
LGHL,LGHL.NS,Laxmi Goldorna House Limited,EQ,INE258Y01016,10-NOV-2023
LIBAS,LIBAS.NS,Libas Consumer Products Limited,EQ,INE908V01012,23-JUL-2019
LIBERTSHOE,LIBERTSHOE.NS,Liberty Shoes Limited,EQ,INE557B01019,27-SEP-1995
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Limited,EQ,INE115A01026,29-JUL-1998
LICI,LICI.NS,Life Insurance Corporation Of India,EQ,INE0J1Y01017,17-MAY-2022
LIKHITHA,LIKHITHA.NS,Likhitha Infrastructure Limited,BE,INE060901027,15-OCT-2020
LINC,LINC.NS,Linc Limited,EQ,INE802B01027,09-MAR-2015
LINCOLN,LINCOLN.NS,Lincoln Pharmaceuticals Limited,EQ,INE405C01035,17-DEC-2015
LINDEINDIA,LINDEINDIA.NS,Linde India Limited,EQ,INE473A01011,16-JUN-1999
LLOYDSENGG,LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,EQ,INE093R01011,18-JUL-2016
LLOYDSENT,LLOYDSENT.NS,Lloyds Enterprises Limited,EQ,INE080I01025,17-OCT-2024
LLOYDSME,LLOYDSME.NS,Lloyds Metals And Energy Limited,EQ,INE281B01032,17-JUL-2023
LMW,LMW.NS,LMW Limited,EQ,INE269B01029,29-MAR-1995
LODHA,LODHA.NS,Lodha Developers Limited,EQ,INE670K01029,19-APR-2021
LOKESHMACH,LOKESHMACH.NS,Lokesh Machines Limited,BE,INE397H01017,05-MAY-2006
LORDSCHLO,LORDSCHLO.NS,Lords Chloro Alkali Limited,EQ,INE846D01012,28-AUG-2023
LOTUSDEV,LOTUSDEV.NS,Sri Lotus Developers and Realty Limited,EQ,INE0V9Q01010,06-AUG-2025
LOTUSEYE,LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,EQ,INE947I01017,11-JUL-2008
LOVABLE,LOVABLE.NS,Lovable Lingerie Limited,EQ,INE597L01014,24-MAR-2011
LOYALTEX,LOYALTEX.NS,Loyal Textile Mills Limited,BE,INE970D01010,11-AUG-2022
LPDC,LPDC.NS,Landmark Property Development Company Limited,BE,INE197J01017,12-AUG-2008
LT,LT.NS,Larsen & Toubro Limited,EQ,INE018A01030,23-JUN-2004
LTF,LTF.NS,L&T Finance Limited,EQ,INE498L01015,12-AUG-2011
LTFOODS,LTFOODS.NS,LT Foods Limited,EQ,INE818H01020,18-DEC-2006
LTM,LTM.NS,LTM Limited,EQ,INE214T01019,21-JUL-2016
LTTS,LTTS.NS,L&T Technology Services Limited,EQ,INE010V01017,23-SEP-2016
LUMAXIND,LUMAXIND.NS,Lumax Industries Limited,EQ,INE162B01018,06-SEP-1995
LUMAXTECH,LUMAXTECH.NS,Lumax Auto Technologies Limited,EQ,INE872H01027,16-JAN-2007
LUPIN,LUPIN.NS,Lupin Limited,EQ,INE326A01037,10-SEP-2001
LUXIND,LUXIND.NS,Lux Industries Limited,EQ,INE150G01020,30-NOV-2015
LXCHEM,LXCHEM.NS,Laxmi Organic Industries Limited,EQ,INE576O01020,25-MAR-2021
LYKALABS,LYKALABS.NS,Lyka Labs Limited,BE,INE933A01014,08-FEB-1995
LYPSAGEMS,LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,EQ,INE142K01011,05-NOV-2013
M&M,M&M.NS,Mahindra & Mahindra Limited,EQ,INE101A01026,03-JAN-1996
M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,EQ,INE774D01024,17-MAR-2006
MAANALU,MAANALU.NS,Maan Aluminium Limited,EQ,INE215I01027,22-OCT-2007
MACPOWER,MACPOWER.NS,Macpower CNC Machines Limited,EQ,INE155Z01011,19-AUG-2020
MADHAV,MADHAV.NS,Madhav Marbles and Granites Limited,EQ,INE925C01016,20-DEC-2007
MADHAVIPL,MADHAVIPL.NS,Madhav Infra Projects Limited,EQ,INE631R01026,20-APR-2026
MADHUCON,MADHUCON.NS,Madhucon Projects Limited,BE,INE378D01032,05-OCT-2006
MADRASFERT,MADRASFERT.NS,Madras Fertilizers Limited,EQ,INE414A01015,25-JUL-1997
MAFATIND,MAFATIND.NS,Mafatlal Industries Limited,EQ,INE270B01035,20-APR-2026
MAGADSUGAR,MAGADSUGAR.NS,Magadh Sugar & Energy Limited,EQ,INE347W01011,28-JUL-2017
MAGNUM,MAGNUM.NS,Magnum Ventures Limited,BE,INE387I01016,20-SEP-2007
MAHABANK,MAHABANK.NS,Bank of Maharashtra,EQ,INE457A01014,12-APR-2004
MAHAPE-RE,MAHAPE-RE.NS,Maha Rashtra Apex Corporation Limited-RE,BE,INE843B20013,02-APR-2026
MAHAPEXLTD,MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,EQ,INE843B01013,21-JAN-1998
MAHASTEEL,MAHASTEEL.NS,Mahamaya Steel Industries Limited,BE,INE451L01014,01-JUL-2016
MAHEPC,MAHEPC.NS,Mahindra EPC Irrigation Limited,EQ,INE215D01010,14-FEB-2020
MAHESHWARI,MAHESHWARI.NS,Maheshwari Logistics Limited,EQ,INE263W01010,15-APR-2019
MAHLIFE,MAHLIFE.NS,Mahindra Lifespace Developers Limited,EQ,INE813A01018,10-MAY-2000
MAHLOG,MAHLOG.NS,Mahindra Logistics Limited,EQ,INE766P01016,10-NOV-2017
MAHSCOOTER,MAHSCOOTER.NS,Maharashtra Scooters Limited,EQ,INE288A01013,08-FEB-1995
MAHSEAMLES,MAHSEAMLES.NS,Maharashtra Seamless Limited,EQ,INE271B01025,25-AUG-2004
MAITHANALL,MAITHANALL.NS,Maithan Alloys Limited,EQ,INE683C01011,05-JUL-2011
MAJESAUT,MAJESAUT.NS,Majestic Auto Limited,EQ,INE201B01022,20-APR-2026
MALLCOM,MALLCOM.NS,Mallcom (India) Limited,EQ,INE389C01015,02-FEB-2022
MALUPAPER,MALUPAPER.NS,Malu Paper Mills Limited,EQ,INE383H01017,05-APR-2006
MAMATA,MAMATA.NS,Mamata Machinery Limited,EQ,INE0TO701015,27-DEC-2024
MANAKALUCO,MANAKALUCO.NS,Manaksia Aluminium Company Limited,BE,INE859Q01017,30-MAR-2015
MANAKCOAT,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,EQ,INE830Q01018,30-MAR-2015
MANAKSIA,MANAKSIA.NS,Manaksia Limited,EQ,INE015D01022,08-JAN-2008
MANAKSTEEL,MANAKSTEEL.NS,Manaksia Steels Limited,EQ,INE824Q01011,30-MAR-2015
MANALIPETC,MANALIPETC.NS,Manali Petrochemicals Limited,EQ,INE201A01024,06-DEC-2006
MANAPPURAM,MANAPPURAM.NS,Manappuram Finance Limited,EQ,INE522D01027,01-DEC-2014
MANBA,MANBA.NS,Manba Finance Limited,EQ,INE939X01013,30-SEP-2024
MANCREDIT,MANCREDIT.NS,Mangal Credit and Fincorp Limited,EQ,INE545L01039,16-AUG-2024
MANGALAM,MANGALAM.NS,Mangalam Drugs And Organics Limited,BE,INE584F01014,23-MAY-2005
MANGLMCEM,MANGLMCEM.NS,Mangalam Cement Limited,EQ,INE347A01017,03-JAN-1996
MANINDS,MANINDS.NS,Man Industries (India) Limited,EQ,INE993A01026,24-JUN-2005
MANINFRA,MANINFRA.NS,Man Infraconstruction Limited,EQ,INE949H01023,11-MAR-2010
MANKIND,MANKIND.NS,Mankind Pharma Limited,EQ,INE634S01028,09-MAY-2023
MANOMAY,MANOMAY.NS,Manomay Tex India Limited,EQ,INE784W01015,18-JAN-2023
MANORAMA,MANORAMA.NS,Manorama Industries Limited,EQ,INE00VM01036,01-JUL-2022
MANORG,MANORG.NS,Mangalam Organics Limited,EQ,INE370D01013,02-NOV-2021
MANUGRAPH,MANUGRAPH.NS,Manugraph India Limited,EQ,INE867A01022,14-SEP-2006
MANYAVAR,MANYAVAR.NS,Vedant Fashions Limited,EQ,INE825V01034,16-FEB-2022
MAPMYINDIA,MAPMYINDIA.NS,C.E. Info Systems Limited,EQ,INE0BV301023,21-DEC-2021
MARALOVER,MARALOVER.NS,Maral Overseas Limited,EQ,INE882A01013,08-FEB-1995
MARATHON,MARATHON.NS,Marathon Nextgen Realty Limited,EQ,INE182D01020,29-SEP-2016
MARICO,MARICO.NS,Marico Limited,EQ,INE196A01026,01-MAY-1996
MARINE,MARINE.NS,Marine Electricals (India) Limited,EQ,INE01JE01028,02-DEC-2020
MARKOLINES,MARKOLINES.NS,Markolines Pavement Technologies Limited,EQ,INE0FW001016,14-OCT-2025
MARKSANS,MARKSANS.NS,Marksans Pharma Limited,EQ,INE750C01026,21-JAN-2002
MARSONS,MARSONS.NS,Marsons Limited,EQ,INE415B01044,13-MAR-2026
MARUTI,MARUTI.NS,Maruti Suzuki India Limited,EQ,INE585B01010,09-JUL-2003
MASFIN,MASFIN.NS,MAS Financial Services Limited,EQ,INE348L01012,18-OCT-2017
MASKINVEST,MASKINVEST.NS,Mask Investments Limited,EQ,INE885F01015,14-OCT-2016
MASTEK,MASTEK.NS,Mastek Limited,EQ,INE759A01021,10-MAY-1995
MASTERTR,MASTERTR.NS,Master Trust Limited,EQ,INE677D01037,12-NOV-2024
MATRIMONY,MATRIMONY.NS,Matrimony.Com Limited,EQ,INE866R01028,21-SEP-2017
MAWANASUG,MAWANASUG.NS,Mawana Sugars Limited,EQ,INE636A01039,20-MAR-2009
MAXESTATES,MAXESTATES.NS,Max Estates Limited,EQ,INE03EI01018,30-OCT-2023
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Limited,EQ,INE027H01010,21-AUG-2020
MAXIND,MAXIND.NS,Max India Limited,EQ,INE0CG601016,28-AUG-2020
MAYURUNIQ,MAYURUNIQ.NS,Mayur Uniquoters Ltd,EQ,INE040D01038,25-SEP-2012
MAZDA,MAZDA.NS,Mazda Limited,EQ,INE885E01042,01-NOV-2016
MAZDOCK,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,EQ,INE249Z01020,12-OCT-2020
MBAPL,MBAPL.NS,Madhya Bharat Agro Products Limited,EQ,INE900L01010,22-AUG-2019
MBEL,MBEL.NS,M & B Engineering Limited,EQ,INE08N601015,06-AUG-2025
MBLINFRA,MBLINFRA.NS,MBL Infrastructure Limited,BE,INE912H01013,11-JAN-2010
MCCHRLS-B,MCCHRLS-B.NS,Mac Charles India Limited,EQ,INE435D01014,20-APR-2026
MCL,MCL.NS,Madhav Copper Limited,BE,INE813V01022,19-AUG-2020
MCLEODRUSS,MCLEODRUSS.NS,Mcleod Russel India Limited,BE,INE942G01012,29-JUL-2005
MCLOUD,MCLOUD.NS,Magellanic Cloud Limited,EQ,INE613C01026,07-FEB-2025
MCX,MCX.NS,Multi Commodity Exchange of India Limited,EQ,INE745G01043,09-MAR-2012
MEDANTA,MEDANTA.NS,Global Health Limited,EQ,INE474Q01031,16-NOV-2022
MEDIASSIST,MEDIASSIST.NS,Medi Assist Healthcare Services Limited,EQ,INE456Z01021,23-JAN-2024
MEDICAMEQ,MEDICAMEQ.NS,Medicamen Biotech Limited,EQ,INE646B01010,27-OCT-2021
MEDICO,MEDICO.NS,Medico Remedies Limited,EQ,INE630Y01024,26-MAY-2022
MEDPLUS,MEDPLUS.NS,Medplus Health Services Limited,EQ,INE804L01022,23-DEC-2021
MEESHO,MEESHO.NS,Meesho Limited,EQ,INE0VDM01015,10-DEC-2025
MEGASTAR,MEGASTAR.NS,Megastar Foods Limited,EQ,INE00EM01016,16-FEB-2022
MEIL,MEIL.NS,Mangal Electrical Industries Limited,BE,INE0PKD01011,28-AUG-2025
MENNPIS,MENNPIS.NS,Menon Pistons Limited,EQ,INE650G01029,20-APR-2026
MENONBE,MENONBE.NS,Menon Bearings Limited,EQ,INE071D01033,09-MAR-2015
MEP,MEP.NS,MEP Infrastructure Developers Limited,BZ,INE776I01010,06-MAY-2015
MERCANTILE,MERCANTILE.NS,Mercantile Ventures Limited,EQ,INE689O01013,20-APR-2026
METROBRAND,METROBRAND.NS,Metro Brands Limited,EQ,INE317I01021,22-DEC-2021
METROGLOBL,METROGLOBL.NS,Metroglobal Limited,EQ,INE085D01033,20-APR-2026
METROPOLIS,METROPOLIS.NS,Metropolis Healthcare Limited,EQ,INE112L01020,15-APR-2019
MFML,MFML.NS,Mahalaxmi Fabric Mills Limited,EQ,INE0US801024,27-AUG-2024
MFSL,MFSL.NS,Max Financial Services Limited,EQ,INE180A01020,17-MAY-2000
MGEL,MGEL.NS,Mangalam Global Enterprise Limited,EQ,INE0APB01032,23-DEC-2020
MGL,MGL.NS,Mahanagar Gas Limited,EQ,INE002S01010,01-JUL-2016
MHLXMIRU,MHLXMIRU.NS,Mahalaxmi Rubtech Limited,EQ,INE112D01035,27-JAN-2022
MHRIL,MHRIL.NS,Mahindra Holidays & Resorts India Limited,EQ,INE998I01010,16-JUL-2009
MICEL,MICEL.NS,MIC Electronics Limited,EQ,INE287C01037,17-DEC-2021
MIDHANI,MIDHANI.NS,Mishra Dhatu Nigam Limited,EQ,INE099Z01011,04-APR-2018
MIDWESTLTD,MIDWESTLTD.NS,Midwest Limited,EQ,INE0XAD01024,24-OCT-2025
MINDACORP,MINDACORP.NS,Minda Corporation Limited,EQ,INE842C01021,16-OCT-2014
MINDTECK,MINDTECK.NS,Mindteck (India) Limited,EQ,INE110B01017,02-AUG-2016
MIRCELECTR,MIRCELECTR.NS,MIRC Electronics Limited,EQ,INE831A01028,24-MAY-2004
MIRZAINT,MIRZAINT.NS,Mirza International Limited,EQ,INE771A01026,28-APR-1999
MITCON,MITCON.NS,MITCON Consultancy & Engineering Services Limited,EQ,INE828O01033,17-MAR-2022
MITTAL,MITTAL.NS,Mittal Life Style Limited,EQ,INE997Y01027,29-APR-2020
MKPL,MKPL.NS,M K Proteins Limited,EQ,INE964W01021,13-JUN-2023
MMFL,MMFL.NS,MM Forgings Limited,EQ,INE227C01017,20-DEC-2006
MMP,MMP.NS,MMP Industries Limited,EQ,INE511Y01018,09-JAN-2020
MMTC,MMTC.NS,MMTC Limited,EQ,INE123F01029,09-APR-2012
MMWL,MMWL.NS,Media Matrix Worldwide Limited,EQ,INE200D01020,20-APR-2026
MOBIKWIK,MOBIKWIK.NS,One Mobikwik Systems Limited,EQ,INE0HLU01028,18-DEC-2024
MODINATUR,MODINATUR.NS,Modi Naturals Limited,EQ,INE537F01012,11-DEC-2025
MODIRUBBER,MODIRUBBER.NS,Modi Rubber Limited,EQ,INE832A01018,07-FEB-1996
MODIS,MODIS.NS,Modis Navnirman Limited,EQ,INE0L0L01012,14-NOV-2025
MODISONLTD,MODISONLTD.NS,MODISON LIMITED,EQ,INE737D01021,03-MAY-2021
MODTHREAD,MODTHREAD.NS,Modern Threads (India) Limited,EQ,INE794W01014,22-NOV-1995
MOHITIND,MOHITIND.NS,Mohit Industries Limited,EQ,INE954E01012,14-MAR-2013
MOIL,MOIL.NS,MOIL Limited,EQ,INE490G01020,15-DEC-2010
MOKSH,MOKSH.NS,Moksh Ornaments Limited,EQ,INE514Y01020,21-MAY-2021
MOL,MOL.NS,Meghmani Organics Limited,EQ,INE0CT101020,18-AUG-2021
MOLDTECH,MOLDTECH.NS,Mold-Tek Technologies Limited,EQ,INE835B01035,07-JUL-2016
MOLDTKPAC,MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ,INE893J01029,23-FEB-2015
MONARCH,MONARCH.NS,Monarch Networth Capital Limited,EQ,INE903D01011,06-JAN-2022
MONEYBOXX,MONEYBOXX.NS,Moneyboxx Finance Limited,EQ,INE296Q01012,15-OCT-2025
MONTECARLO,MONTECARLO.NS,Monte Carlo Fashions Limited,EQ,INE950M01013,19-DEC-2014
MOREPENLAB,MOREPENLAB.NS,Morepen Laboratories Limited,EQ,INE083A01026,24-NOV-1999
MOSCHIP,MOSCHIP.NS,Moschip Technologies Limited,EQ,INE935B01025,05-FEB-2025
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Limited,EQ,INE775A01035,14-AUG-1996
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ,INE338I01027,11-SEP-2007
MOTISONS,MOTISONS.NS,Motisons Jewellers Limited,EQ,INE0FRK01020,26-DEC-2023
MOTOGENFIN,MOTOGENFIN.NS,The Motor & General Finance Limited,EQ,INE861B01023,08-FEB-1995
MPHASIS,MPHASIS.NS,MphasiS Limited,EQ,INE356A01018,04-JUN-2004
MPSLTD,MPSLTD.NS,MPS Limited,EQ,INE943D01017,21-JAN-2002
MRF,MRF.NS,MRF Limited,EQ,INE883A01011,18-SEP-1996
MRPL,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ,INE103A01014,07-JAN-2005
MSPL,MSPL.NS,MSP Steel & Power Limited,EQ,INE752G01015,18-JUL-2005
MSTCLTD,MSTCLTD.NS,Mstc Limited,EQ,INE255X01014,29-MAR-2019
